,GEOID,NAME,population_estimate,race_estimate,med_inc_estimate,tenure_estimate,poverty_estimate,population_moe,race_moe,med_inc_moe,tenure_moe,poverty_moe,LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
3471,36061026900,"Census Tract 269, New York County, New York",9464,9464,60619,2716,9288,1462,1462,8905,258,1469,NYC,STAR 2 SMOKE SHOP CORP,MANHATTAN,NY,10033,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"550 WEST 181ST SQUARE MANHATTAN, NY 10033 (40.848802417, -73.932858088)",40.848802417,-73.932858088,"550 WEST 181ST SQUARE MANHATTAN, NY 10033 ",360610269004002,36061026900
3472,36061027100,"Census Tract 271, New York County, New York",9126,9126,72061,3014,9075,1223,1223,15967,332,1205,NYC,"184 ALL STAR DELI GROCERY, INC",MANHATTAN,NY,10033,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1483 SAINT NICHOLAS AVENUE MANHATTAN, NY 10033 (40.851348001, -73.932474448)",40.851348001,-73.932474448,"1483 SAINT NICHOLAS AVENUE MANHATTAN, NY 10033 ",360610271001002,36061027100
3473,36061027900,"Census Tract 279, New York County, New York",11410,11410,51599,4351,11410,1453,1453,8172,415,1453,NYC,1613 GOURMET DELI INC,MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GAS STATION,07/10/2023,"1613 SAINT NICHOLAS AVENUE MANHATTAN, NY 10040 (40.855354073, -73.929405228)",40.855354073,-73.929405228,"1613 SAINT NICHOLAS AVENUE MANHATTAN, NY 10040 ",360610279002002,36061027900
3474,36061028300,"Census Tract 283, New York County, New York",8463,8463,64394,3172,8286,1556,1556,9896,292,1535,NYC,NY ORGANIC & COFFEE I INC,MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4464 BROADWAY MANHATTAN, NY 10040 (40.856909184, -73.932318629)",40.856909184,-73.932318629,"4464 BROADWAY MANHATTAN, NY 10040 ",360610283001000,36061028300
3475,36061028500,"Census Tract 285, New York County, New York",8799,8799,51959,2581,8746,1342,1342,6463,213,1333,NYC,ASTRO SMOKE,MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"156 DYCKMAN STREET MANHATTAN, NY 10040 (40.863328465, -73.926068495)",40.863328465,-73.926068495,"156 DYCKMAN STREET MANHATTAN, NY 10040 ",360610285001000,36061028500
3476,36061028500,"Census Tract 285, New York County, New York",8799,8799,51959,2581,8746,1342,1342,6463,213,1333,NYC,DYCKMAN GENERAL CORPORATION,MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"156 DYCKMAN STREET MANHATTAN, NY 10040 (40.863328465, -73.926068495)",40.863328465,-73.926068495,"156 DYCKMAN STREET MANHATTAN, NY 10040 ",360610285001000,36061028500
3477,36061028700,"Census Tract 287, New York County, New York",4580,4580,69688,1707,4580,698,698,16752,189,698,NYC,"LULA GIFT SHOP, INC",MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"60 SHERMAN AVENUE MANHATTAN, NY 10040 (40.863307091, -73.927215894)",40.863307091,-73.927215894,"60 SHERMAN AVENUE MANHATTAN, NY 10040 ",360610287003001,36061028700
3478,36061029100,"Census Tract 291, New York County, New York",12476,12476,50106,4130,12406,1612,1612,7470,309,1629,NYC,DYCKMAN UPTOWN CONVENIENCE INC,MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"201 DYCKMAN STREET MANHATTAN, NY 10040 (40.864805691, -73.92657384)",40.864805691,-73.92657384,"201 DYCKMAN STREET MANHATTAN, NY 10040 ",360610291004002,36061029100
3479,36061029100,"Census Tract 291, New York County, New York",12476,12476,50106,4130,12406,1612,1612,7470,309,1629,NYC,V'S VAPE CORP,MANHATTAN,NY,10034,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4876 BROADWAY MANHATTAN, NY 10034 (40.866772421, -73.923341778)",40.866772421,-73.923341778,"4876 BROADWAY MANHATTAN, NY 10034 ",360610291002000,36061029100
3480,36061029300,"Census Tract 293, New York County, New York",10138,10138,55903,3097,10138,1922,1922,14727,273,1922,NYC,VIP CONVENIENCE SHOP CORP,MANHATTAN,NY,10034,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"527W WEST 207TH STREET MANHATTAN, NY 10034 (40.86528868, -73.919586127)",40.86528868,-73.919586127,"527W WEST 207TH STREET MANHATTAN, NY 10034 ",360610293001003,36061029300
3481,36061029300,"Census Tract 293, New York County, New York",10138,10138,55903,3097,10138,1922,1922,14727,273,1922,NYC,INWOOD VAPE AND SMOKE CORP,NEW YORK,NY,10034,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"569 WEST 207TH STREET NEW YORK, NY 10034 (40.866534794, -73.920281378)",40.866534794,-73.920281378,"569 WEST 207TH STREET NEW YORK, NY 10034 ",360610293004001,36061029300
3482,36061029900,"Census Tract 299, New York County, New York",3757,3757,21458,1500,3757,545,545,9892,150,545,NYC,GARCES CIGAR GROUP CORP,MANHATTAN,NY,10034,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3801 10TH AVENUE MANHATTAN, NY 10034 (40.862196363, -73.920369304)",40.862196363,-73.920369304,"3801 10TH AVENUE MANHATTAN, NY 10034 ",360610299003004,36061029900
3483,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,SALLY FOOD CORP.,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"126-28 WEST 228TH STREET BRONX, NY 10463 (40.876294515, -73.908620725)",40.876294515,-73.908620725,"126-28 WEST 228TH STREET BRONX, NY 10463 ",360610309004003,36061030900
3484,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,122 SMOKEY CONVENIENCE CORPORATION,BRONX,NY,10463,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"122 WEST 228TH STREET BRONX, NY 10463 (40.876226747, -73.908614271)",40.876226747,-73.908614271,"122 WEST 228TH STREET BRONX, NY 10463 ",360610309004003,36061030900
3485,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,KING GRABBA CONV.\ENIENCE DELI GROCERY CORP,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5223 BROADWAY BRONX, NY 10463 (40.875107134, -73.909384736)",40.875107134,-73.909384736,"5223 BROADWAY BRONX, NY 10463 ",360610309002001,36061030900
3486,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,MACE THE GREAT DELI DELIGHT CORP,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"103 WEST 225TH STREET BRONX, NY 10463 (40.87431047, -73.910302655)",40.87431047,-73.910302655,"103 WEST 225TH STREET BRONX, NY 10463 ",360610309002001,36061030900
3487,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,BROADWAY CONVENIENCE DELI GROCERY CORP,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5219 BROADWAY BRONX, NY 10463 (40.87501765700006, -73.90951155399995)",40.8750176570001,-73.909511554,"5219 BROADWAY BRONX, NY 10463 ",360610309002001,36061030900
3488,36061030900,"Census Tract 309, New York County, New York",11753,11753,41135,3973,11739,1575,1575,3270,324,1576,NYC,HIGHFLIX DEPARTMENT STORE INC,BRONX,NY,10463,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5195 BROADWAY BRONX, NY 10463 (40.874527987, -73.910135754)",40.874527987,-73.910135754,"5195 BROADWAY BRONX, NY 10463 ",360610309002001,36061030900
3489,36081000200,"Census Tract 2, Queens County, New York",2666,2666,65000,866,2655,482,482,32653,167,481,NYC,74-39 MEAT CORP.,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"74-39 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691675302, -73.866854037)",40.691675302,-73.866854037,"74-39 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810002002004,36081000200
3490,36081000200,"Census Tract 2, Queens County, New York",2666,2666,65000,866,2655,482,482,32653,167,481,NYC,NOAYA CORP,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"77-15 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691919928, -73.864247098)",40.691919928,-73.864247098,"77-15 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810002002006,36081000200
3491,36081000200,"Census Tract 2, Queens County, New York",2666,2666,65000,866,2655,482,482,32653,167,481,NYC,M & H GOURMET DELI CORP.,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7701 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691833427, -73.864748838)",40.691833427,-73.864748838,"7701 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810002002006,36081000200
3492,36081000400,"Census Tract 4, Queens County, New York",4692,4692,72773,1059,4692,1103,1103,9691,174,1103,NYC,ALI DELI INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7502 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691350461, -73.866360846)",40.691350461,-73.866360846,"7502 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810004001003,36081000400
3493,36081000400,"Census Tract 4, Queens County, New York",4692,4692,72773,1059,4692,1103,1103,9691,174,1103,NYC,NEW WONG CORP.,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"75-06 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.691370829, -73.866223131)",40.691370829,-73.866223131,"75-06 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810004001003,36081000400
3494,36081000600,"Census Tract 6, Queens County, New York",4379,4379,80366,984,4361,900,900,19499,179,898,NYC,7909 DELI AND GROCERY CORP,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"79-09 ROCKAWAY BOULEVARD WOODHAVEN, NY 11421 (40.684976359, -73.860975557)",40.684976359,-73.860975557,"79-09 ROCKAWAY BOULEVARD WOODHAVEN, NY 11421 ",360810006001003,36081000600
3495,36081000600,"Census Tract 6, Queens County, New York",4379,4379,80366,984,4361,900,900,19499,179,898,NYC,78 DELI AND GRILL CORP,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"78-21 ATLANTIC AVENUE WOODHAVEN, NY 11421 (40.684796609, -73.861339834)",40.684796609,-73.861339834,"78-21 ATLANTIC AVENUE WOODHAVEN, NY 11421 ",360810006001003,36081000600
3496,36081000600,"Census Tract 6, Queens County, New York",4379,4379,80366,984,4361,900,900,19499,179,898,NYC,LOS 2 AMIGOS DELI INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"90-01 77TH STREET WOODHAVEN, NY 11421 (40.687608193, -73.863694982)",40.687608193,-73.863694982,"90-01 77TH STREET WOODHAVEN, NY 11421 ",360810006002000,36081000600
3497,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,MOMTA GROCERY INC.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5012 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.742396252, -73.954374014)",40.742396252,-73.954374014,"5012 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ",360810007011003,36081000701
3498,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,QUEENS CLOUDS INC.,QUEENS,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1207 JACKSON AVENUE QUEENS, NY 11101 (40.743762208, -73.950654126)",40.743762208,-73.950654126,"1207 JACKSON AVENUE QUEENS, NY 11101 ",360810007012002,36081000701
3499,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,FAMILY HE GROCERY STORE INC.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"47-35 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.744469012, -73.953368521)",40.744469012,-73.953368521,"47-35 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ",360810007012003,36081000701
3500,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,BBGO CORP,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"49-12 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.743095428, -73.954136471)",40.743095428,-73.954136471,"49-12 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ",360810007011002,36081000701
3501,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,LIC NEWS INC,LONG ISLAND,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"49-17 VERNON BOULEVARD LONG ISLAND, NY 11101 (40.742867734, -73.953899096)",40.742867734,-73.953899096,"49-17 VERNON BOULEVARD LONG ISLAND, NY 11101 ",360810007012009,36081000701
3502,36081000701,"Census Tract 7.01, Queens County, New York",3044,3044,155154,1313,3024,493,493,29008,171,482,NYC,CIGARILLOS 6 CORP.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"47-36 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.744522657, -73.953657278)",40.744522657,-73.953657278,"47-36 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ",360810007011000,36081000701
3503,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,"J & J NEWS, INC.",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,STAND,07/10/2023,"45-20 23RD STREET LONG ISLAND CITY, NY 11101 (40.746462816, -73.9456249)",40.746462816,-73.9456249,"45-20 23RD STREET LONG ISLAND CITY, NY 11101 ",360810007022001,36081000702
3504,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,"LIC STAR, INC.",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"47-15 115TH STREET LONG ISLAND CITY, NY 11101 (40.74564, -73.948185)",40.74564,-73.948185,"47-15 115TH STREET LONG ISLAND CITY, NY 11101 ",360810007022003,36081000702
3505,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,CEBI MANAGEMENT INC,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"21-17 JACKSON AVENUE LONG ISLAND CITY, NY 11101 (40.745117269, -73.948130251)",40.745117269,-73.948130251,"21-17 JACKSON AVENUE LONG ISLAND CITY, NY 11101 ",360810007022004,36081000702
3506,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,SHIV OM DELI INC,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"21-03 45TH AVENUE LONG ISLAND CITY, NY 11101 (40.747408043, -73.947296168)",40.747408043,-73.947296168,"21-03 45TH AVENUE LONG ISLAND CITY, NY 11101 ",360810007022000,36081000702
3507,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,GLORY DELI & GROCERY CORP.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"46-30 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.746044643, -73.953158555)",40.746044643,-73.953158555,"46-30 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ",360810007023006,36081000702
3508,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,"YOON, HEUNG S",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"13-01 JACKSON AVENUE LONG ISLAND CITY, NY 11101 (40.744217262, -73.949788862)",40.744217262,-73.949788862,"13-01 JACKSON AVENUE LONG ISLAND CITY, NY 11101 ",360810007021006,36081000702
3509,36081000702,"Census Tract 7.02, Queens County, New York",3660,3660,102250,1663,3651,643,643,25360,217,639,NYC,COURT SQUARE DELI INC.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"45-16 23RD STREET LONG ISLAND CITY, NY 11101 (40.746515077, -73.945602185)",40.746515077,-73.945602185,"45-16 23RD STREET LONG ISLAND CITY, NY 11101 ",360810007022001,36081000702
3510,36081000800,"Census Tract 8, Queens County, New York",3312,3312,80577,940,3312,554,554,34097,135,554,NYC,AIDEN FINE FOOD DELI CORP,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"89-01 80TH STREET WOODHAVEN, NY 11421 (40.688622278, -73.861205556)",40.688622278,-73.861205556,"89-01 80TH STREET WOODHAVEN, NY 11421 ",360810008002000,36081000800
3511,36081001000,"Census Tract 10, Queens County, New York",4845,4845,105022,1089,4834,830,830,37635,230,829,NYC,SAM'S GRILL INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"80-10 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692071095, -73.861962526)",40.692071095,-73.861962526,"80-10 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810010001002,36081001000
3512,36081001200,"Census Tract 12, Queens County, New York",3816,3816,69545,1196,3816,738,738,10492,195,738,NYC,"85TH STREET DELI, INC.",WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"85-01 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692636245, -73.859014946)",40.692636245,-73.859014946,"85-01 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810012001004,36081001200
3513,36081001200,"Census Tract 12, Queens County, New York",3816,3816,69545,1196,3816,738,738,10492,195,738,NYC,8001 JAMAICA CORP,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"80-01 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692225783, -73.862370641)",40.692225783,-73.862370641,"80-01 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810012003002,36081001200
3514,36081001200,"Census Tract 12, Queens County, New York",3816,3816,69545,1196,3816,738,738,10492,195,738,NYC,EXOTIC CLOUD 9 SMOKE CORP.,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"80-15 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692299377, -73.86185155)",40.692299377,-73.86185155,"80-15 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810012003002,36081001200
3515,36081001200,"Census Tract 12, Queens County, New York",3816,3816,69545,1196,3816,738,738,10492,195,738,NYC,"FORTUNE LS, LLC.",WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"8419 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692520449, -73.860239626)",40.692520449,-73.860239626,"8419 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810012002005,36081001200
3516,36081001200,"Census Tract 12, Queens County, New York",3816,3816,69545,1196,3816,738,738,10492,195,738,NYC,86 GROCERY AND DELI INC.,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"8519 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692672246, -73.858347076)",40.692672246,-73.858347076,"8519 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810012001004,36081001200
3517,36081001600,"Census Tract 16, Queens County, New York",2478,2478,82143,768,2477,542,542,23518,89,543,NYC,87TH STREET GROCERY & DELI INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"87-08 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.692539853, -73.857067746)",40.692539853,-73.857067746,"87-08 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810016001002,36081001600
3518,36081001800,"Census Tract 18, Queens County, New York",3058,3058,101285,857,3058,624,624,16764,177,624,NYC,CONVENIENCE ON WOODHAVEN CORP,QUEENS,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"8710 WOODHAVEN BOULEVARD QUEENS, NY 11421 (40.69330093, -73.85239274)",40.69330093,-73.85239274,"8710 WOODHAVEN BOULEVARD QUEENS, NY 11421 ",360810018001000,36081001800
3519,36081001800,"Census Tract 18, Queens County, New York",3058,3058,101285,857,3058,624,624,16764,177,624,NYC,EXOTIC R US CORPORATION,WOODHAVEN,NY,11421,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9218 JAMAICA  AVENUE WOODHAVEN, NY 11421 (40.693411739, -73.852559037)",40.693411739,-73.852559037,"9218 JAMAICA  AVENUE WOODHAVEN, NY 11421 ",360810018001000,36081001800
3520,36081001901,"Census Tract 19.01, Queens County, New York",1339,1339,197426,595,1339,467,467,82078,124,467,NYC,"LIC NEWSPAPER STORE, INC",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"21-23 49TH AVENUE LONG ISLAND CITY, NY 11101 (40.742433467, -73.948085156)",40.742433467,-73.948085156,"21-23 49TH AVENUE LONG ISLAND CITY, NY 11101 ",360810019011006,36081001901
3521,36081001902,"Census Tract 19.02, Queens County, New York",4143,4143,134911,2324,4143,597,597,25700,322,597,NYC,AWESOME MINI MART INC,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2508A QUEENS PLAZA SOUTH LONG ISLAND CITY, NY 11101 (40.750310151, -73.940355365)",40.750310151,-73.940355365,"2508A QUEENS PLAZA SOUTH LONG ISLAND CITY, NY 11101 ",360810019021003,36081001902
3522,36081001902,"Census Tract 19.02, Queens County, New York",4143,4143,134911,2324,4143,597,597,25700,322,597,NYC,"PLAZA EXPRESS DELI, INC.",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"27-02 QUEENS PLAZA SOUTH LONG ISLAND CITY, NY 11101 (40.750038745, -73.93973326)",40.750038745,-73.93973326,"27-02 QUEENS PLAZA SOUTH LONG ISLAND CITY, NY 11101 ",360810019021004,36081001902
3523,36081001902,"Census Tract 19.02, Queens County, New York",4143,4143,134911,2324,4143,597,597,25700,322,597,NYC,CIGARILLIS 3 CORP,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2706 QUEENS PLAZA S LONG ISLAND CITY, NY 11101 (40.7500079, -73.939651453)",40.7500079,-73.939651453,"2706 QUEENS PLAZA S LONG ISLAND CITY, NY 11101 ",360810019021004,36081001902
3524,36081001903,"Census Tract 19.03, Queens County, New York",1525,1525,153235,644,1525,339,339,48377,120,339,NYC,SHARDA FOOD INC.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"11-57 44TH DRIVE LONG ISLAND CITY, NY 11101 (40.748294052, -73.947523401)",40.748294052,-73.947523401,"11-57 44TH DRIVE LONG ISLAND CITY, NY 11101 ",360810019031025,36081001903
3525,36081002000,"Census Tract 20, Queens County, New York",1746,1746,84286,436,1746,331,331,22967,58,331,NYC,94TH DELI & GRILL INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"9420 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.694101821, -73.850537489)",40.694101821,-73.850537489,"9420 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810020001001,36081002000
3526,36081002000,"Census Tract 20, Queens County, New York",1746,1746,84286,436,1746,331,331,22967,58,331,NYC,95 SMOKE SHOP INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9502 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.694153034, -73.850283601)",40.694153034,-73.850283601,"9502 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810020001000,36081002000
3527,36081002200,"Census Tract 22, Queens County, New York",2587,2587,66215,743,2587,381,381,11852,87,381,NYC,1BOSSRK MINI MART INC,WOODHAVEN,NY,11421,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"95-13 JAMAICA AVENUE WOODHAVEN, NY 11421 (40.694468236, -73.84990893)",40.694468236,-73.84990893,"95-13 JAMAICA AVENUE WOODHAVEN, NY 11421 ",360810022002004,36081002200
3528,36081002500,"Census Tract 25, Queens County, New York",6046,6046,21065,3120,6046,967,967,3434,512,967,NYC,COZY GOURMET DELI 1 INC.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1040 41ST AVENUE LONG ISLAND CITY, NY 11101 (40.754918857, -73.944482028)",40.754918857,-73.944482028,"1040 41ST AVENUE LONG ISLAND CITY, NY 11101 ",360810025005000,36081002500
3529,36081002600,"Census Tract 26, Queens County, New York",2149,2149,116516,706,2149,466,466,4360,194,466,NYC,10413 JAMAICA CORP,RICHMOND HILL,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"10413 JAMAICA AVENUE RICHMOND HILL, NY 11418 (40.695326836, -73.842864192)",40.695326836,-73.842864192,"10413 JAMAICA AVENUE RICHMOND HILL, NY 11418 ",360810026002001,36081002600
3530,36081002600,"Census Tract 26, Queens County, New York",2149,2149,116516,706,2149,466,466,4360,194,466,NYC,106 SMOKERS HUB CORP,QUEENS,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"10613 JAMAICA AVENUE QUEENS, NY 11418 (40.695456965, -73.840657488)",40.695456965,-73.840657488,"10613 JAMAICA AVENUE QUEENS, NY 11418 ",360810026001006,36081002600
3531,36081002800,"Census Tract 28, Queens County, New York",3442,3442,76628,1108,3431,519,519,13333,228,516,NYC,HOME STYLE DELI GROCERY INC,RICHMOND HILL,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9102 104TH STREET RICHMOND HILL, NY 11418 (40.692172433, -73.842113425)",40.692172433,-73.842113425,"9102 104TH STREET RICHMOND HILL, NY 11418 ",360810028002001,36081002800
